"temperatura","precipitacao","altitude","declividade","exposicao","distancia_vertical_drenagem","densidade_drenagem","cobertura_arborea"
"26.700000000000003","2242.0","191.11000061035156","2.769313097000122","233.35279846191406","316.1499938964844","34.61759948730469","85.0"
"26.5","2083.0","187.83999633789062","1.4464290142059326","32.77487564086914","180.6199951171875","18.675399780273438","80.0"
"26.5","1876.0","168.61000061035156","5.248342990875244","158.5870361328125","135.24000549316406","19.18899917602539","84.0"
"27.0","961.0","187.5500030517578","6.501699924468994","176.98721313476562","98.13999938964844","10.724699974060059","85.0"
"26.5","1641.0","78.44999694824219","5.4084320068359375","1.4687989950180054","18.309999465942383","10.443499565124512","87.0"
"26.5","2958.0","119.9800033569336","0.8804720044136047","109.65382385253906","20.420000076293945","20.16309928894043","83.0"
"27.0","1687.0","104.80000305175781","2.184072971343994","178.45184326171875","17.290000915527344","12.820799827575684","83.0"
"26.6","3104.0","82.62999725341797","9.473155975341797","186.8427734375","66.18009948730469","26.846200942993164","83.0"
"26.6","1775.0","92.94000244140625","2.513705015182495","82.50122833251953","491.489990234375","26.824399948120117","87.0"
"26.6","3135.0","83.37000274658203","0.6261559724807739","195.13583374023438","32.869998931884766","24.021699905395508","23.0"
"26.6","1824.0","77.70999908447266","1.8105510473251343","108.82471466064453","13.970000267028809","26.196800231933594","82.0"
"25.6","1995.0","92.23999786376953","1.1749789714813232","308.7093200683594","232.89999389648438","11.724100112915039","74.0"
"26.200000000000003","2227.0","91.51000213623047","0.23024000227451324","23.234783172607422","103.75","23.362899780273438","51.0"
"25.6","1705.0","69.12999725341797","1.30342698097229","4.899090766906738","121.6500015258789","19.593299865722656","19.0"
"26.5","1657.0","67.38999938964844","2.6713380813598633","87.1964111328125","26.920000076293945","26.916400909423828","85.0"
"26.200000000000003","2102.0","90.37000274658203","0.0","197.18959045410156","103.37000274658203","26.24169921875","84.0"
"26.1","1406.0","63.209999084472656","0.29134801030158997","131.98721313476562","11.529999732971191","16.64430046081543","87.0"
"26.6","1303.0","91.22000122070312","1.2900060415267944","150.79690551757812","0.0","21.707300186157227","85.0"
"25.3","2001.0","113.1500015258789","1.6683770418167114","92.37184143066406","29.8700008392334","20.045499801635742","100.0"
"26.700000000000003","1474.0","425.75","0.8488669991493225","128.06565856933594","233.0399932861328","19.354400634765625","82.0"
"26.8","2449.0","90.83999633789062","0.371971994638443","174.28941345214844","32.43000030517578","25.189699172973633","83.0"
"26.8","1742.0","70.8499984741211","3.6008400917053223","204.9369354248047","27.149999618530273","24.973400115966797","77.0"
"26.8","1779.0","98.01000213623047","1.146852970123291","141.63818359375","13.220000267028809","15.453700065612793","79.0"
"26.8","2404.0","73.58000183105469","0.42495399713516235","337.98870849609375","8.779999732971191","10.104000091552734","77.0"
"27.0","1793.0","140.66000366210938","0.0","253.82131958007812","0.0","18.0625","83.0"
"26.5","1794.0","149.10000610351562","0.0","189.65635681152344","0.0","21.282899856567383","42.0"
"26.1","1236.0","109.72000122070312","1.3856589794158936","275.5993347167969","151.91000366210938","26.708599090576172","26.0"
"26.1","1768.0","89.16999816894531","4.227321147918701","107.87530517578125","71.12999725341797","10.781000137329102","45.0"
"25.6","1740.0","64.29000091552734","1.0600409507751465","246.33685302734375","13.539999961853027","14.122099876403809","87.0"
"27.3","1184.0","218.8699951171875","0.5544319748878479","207.37770080566406","77.69999694824219","8.872400283813477","87.0"
"27.1","1160.0","119.48999786376953","0.32762598991394043","333.7413330078125","29.110000610351562","10.691699981689453","87.0"
"25.1","1749.0","86.31999969482422","0.6594489812850952","84.2894058227539","108.95999908447266","14.395099639892578","86.0"
"25.6","2435.0","119.11000061035156","0.3714909851551056","190.62786865234375","2.4100000858306885","25.279600143432617","83.0"
"27.0","1758.0","54.310001373291016","2.3139750957489014","231.71853637695312","8.739999771118164","15.135499954223633","83.0"
"25.400000000000002","1760.0","66.94999694824219","1.432832956314087","356.0683288574219","2.2200000286102295","12.206899642944336","25.0"
"25.700000000000003","1762.0","190.44000244140625","1.0600409507751465","190.3365478515625","73.5","10.519399642944336","1.0"
"26.8","1754.0","283.8299865722656","1.1669739484786987","293.9624938964844","12.260000228881836","12.812199592590332","85.0"
"25.400000000000002","2809.0","70.9800033569336","0.371971994638443","78.16841888427734","91.8499984741211","19.643999099731445","80.0"
"27.1","1713.0","49.189998626708984","3.8014039993286133","206.3282928466797","63.68000030517578","11.758099555969238","87.0"
"25.3","2258.0","39.15999984741211","4.465053081512451","184.66685485839844","70.69999694824219","11.531399726867676","81.0"
"26.900000000000002","1909.0","23.399999618530273","2.6859130859375","292.3551940917969","24.559999465942383","26.129100799560547","2.0"
"24.5","1696.0","59.63999938964844","2.2238380908966064","9.977710723876953","41.130001068115234","20.653400421142578","12.0"
"24.3","1671.0","22.639999389648438","2.456281900405884","208.61045837402344","167.19000244140625","11.08240032196045","74.0"
"24.6","951.0","43.43000030517578","1.2746750116348267","87.693359375","60.099998474121094","9.115099906921387","82.0"
"27.400000000000002","756.0","468.9700012207031","3.601202964782715","125.13419342041016","19.8799991607666","23.357099533081055","42.0"
"25.0","1656.0","439.5400085449219","0.46083998680114746","97.18427276611328","34.13999938964844","25.520700454711914","30.0"
"25.1","1151.0","39.4900016784668","2.3338699340820312","15.945395469665527","122.5999984741211","19.43400001525879","11.0"
"27.1","1629.0","441.7799987792969","1.8330940008163452","58.240516662597656","93.30000305175781","22.147199630737305","78.0"
"25.200000000000003","1592.0","21.579999923706055","1.9354280233383179","209.7198944091797","42.91999816894531","11.357199668884277","70.0"
"25.0","1568.0","54.380001068115234","1.5678629875183105","44.02897644042969","0.0","11.13010025024414","14.0"
"24.900000000000002","1543.0","43.06999969482422","0.6596410274505615","212.204345703125","44.02000045776367","26.70039939880371","92.0"
"25.200000000000003","1493.0","28.299999237060547","0.626941978931427","1.0230289697647095","0.0","9.744000434875488","80.0"
"24.900000000000002","1453.0","217.1199951171875","0.3714909851551056","189.17808532714844","26.219999313354492","13.527099609375","80.0"
"25.0","1436.0","292.6099853515625","0.5160189867019653","144.7187957763672","19.940000534057617","11.198699951171875","83.0"
"27.0","1437.0","23.360000610351562","1.081678032875061","37.64761734008789","81.75","14.666899681091309","86.0"
"25.1","1449.0","86.43000030517578","5.6025071144104","87.16588592529297","27.520000457763672","18.055299758911133","83.0"
"24.8","2242.0","62.939998626708984","1.6698600053787231","153.34982299804688","35.20000076293945","20.859100341796875","27.0"
"26.900000000000002","1434.0","265.3599853515625","1.906581997871399","130.03025817871094","26.8799991607666","17.608800888061523","42.0"
"25.1","1219.0","37.790000915527344","2.3129019737243652","129.75286865234375","14.430000305175781","11.429200172424316","80.0"
"27.200000000000003","1425.0","44.31999969482422","3.597352981567383","52.853309631347656","29.770000457763672","17.499799728393555","56.0"
"25.1","1356.0","59.54999923706055","3.3692820072174072","55.619651794433594","0.0","13.636199951171875","81.0"
"25.400000000000002","1314.0","68.91999816894531","3.7063820362091064","50.042449951171875","39.93000030517578","14.123600006103516","92.0"
"26.5","1254.0","60.029998779296875","1.7499459981918335","144.4623260498047","11.84000015258789","17.856800079345703","73.0"
"27.200000000000003","970.0","20.059999465942383","0.5146849751472473","193.26333618164062","7.829999923706055","16.103099822998047","67.0"
"24.8","2217.0","61.369998931884766","3.7135019302368164","251.56504821777344","0.0","15.598699569702148","83.0"
"27.1","2214.0","59.70000076293945","1.1736379861831665","297.9900207519531","0.0","16.713300704956055","12.0"
"26.8","2215.0","32.220001220703125","1.4738919734954834","355.5558776855469","7.650000095367432","38.06129837036133","83.0"
"27.0","2219.0","43.13999938964844","0.0","304.90740966796875","20.399999618530273","21.910900115966797","88.0"
"26.400000000000002","2227.0","27.520000457763672","0.8862289786338806","136.1691436767578","63.31990051269531","23.201499938964844","86.0"
"25.6","2226.0","16.260000228881836","1.2446860074996948","35.39846420288086","60.59000015258789","15.588399887084961","83.0"
"26.0","3442.0","125.33999633789062","0.8070740103721619","282.2301025390625","25.299999237060547","7.7967000007629395","55.0"
"27.0","1170.0","99.52999877929688","0.5174639821052551","213.37783813476562","11.579999923706055","15.518899917602539","29.0"
"26.400000000000002","1087.0","448.17999267578125","2.5075531005859375","253.6731414794922","64.7699966430664","21.830900192260742","27.0"
"27.3","2803.0","605.4500122070312","0.37130099534988403","33.76555252075195","26.8700008392334","14.479299545288086","89.0"
"26.3","959.0","539.0","1.942244052886963","301.134521484375","66.04000091552734","18.846599578857422","36.0"
"27.200000000000003","1703.0","161.3000030517578","3.041982889175415","47.3801155090332","81.54000091552734","23.54360008239746","12.0"
"27.1","2274.0","187.4499969482422","2.572993040084839","194.1942138671875","82.4000015258789","11.409700393676758","35.0"
"25.5","1029.0","139.1199951171875","1.5389189720153809","42.961204528808594","2.0199999809265137","20.794099807739258","81.0"
"26.5","556.0","113.70999908447266","1.69200599193573","284.0362548828125","9.15999984741211","26.159700393676758","69.0"
"25.5","2266.0","127.80000305175781","1.3020449876785278","129.95755004882812","19.920000076293945","15.889800071716309","87.0"
"25.5","948.0","869.1799926757812","2.9927968978881836","131.72950744628906","96.58000183105469","23.69540023803711","86.0"
"25.1","1035.0","563.9000244140625","4.034331798553467","54.48301315307617","10.329999923706055","18.619699478149414","0.0"
"25.3","2438.0","448.4800109863281","8.721203804016113","342.606689453125","46.040000915527344","11.669599533081055","83.0"
"25.6","1314.0","101.27999877929688","0.6941630244255066","110.46227264404297","41.22999954223633","15.494500160217285","84.0"
"26.5","944.0","155.80999755859375","1.0752359628677368","40.23635482788086","20.110000610351562","26.11370086669922","89.0"
"25.6","999.0","241.97999572753906","0.5250229835510254","126.86990356445312","9.40999984741211","18.90850067138672","79.0"
"26.1","1059.0","221.61000061035156","3.0168750286102295","100.4516372680664","62.5099983215332","15.975199699401855","66.0"
"25.700000000000003","1127.0","61.97999954223633","14.444899559020996","130.6736297607422","32.61000061035156","20.227699279785156","0.0"
"27.3","1118.0","130.52000427246094","1.906581997871399","131.4236602783203","57.95000076293945","21.543100357055664","8.0"
"25.8","1172.0","120.4000015258789","0.6609579920768738","0.0","0.0","20.351200103759766","64.0"
"27.1","1155.0","186.42999267578125","0.952904999256134","185.19442749023438","27.559999465942383","20.696399688720703","82.0"
"26.1","1095.0","141.1199951171875","0.8299610018730164","105.25511932373047","87.4800033569336","13.203200340270996","84.0"
"25.900000000000002","1103.0","411.760009765625","6.174263954162598","168.6900634765625","91.16000366210938","31.88520050048828","83.0"
"26.1","1002.0","118.05999755859375","1.9821809530258179","231.49679565429688","16.780000686645508","24.145299911499023","10.0"
"26.1","955.0","172.77999877929688","0.6594489812850952","150.94540405273438","12.649999618530273","30.35890007019043","67.0"
"26.700000000000003","884.0","126.0199966430664","1.629125952720642","80.65532684326172","144.8699951171875","20.82539939880371","90.0"
"25.8","906.0","91.93000030517578","1.8980989456176758","39.69169235229492","70.19999694824219","27.68269920349121","29.0"
"26.6","2443.0","204.7899932861328","0.7437819838523865","305.97686767578125","58.290000915527344","19.522499084472656","22.0"
"26.8","2808.0","494.989990234375","0.804561972618103","257.275634765625","230.94000244140625","21.227500915527344","83.0"
"26.200000000000003","2768.0","117.2699966430664","8.789579391479492","225.0","0.0","18.4414005279541","0.0"
"26.700000000000003","3510.0","49.529998779296875","4.748457908630371","167.27565002441406","138.25999450683594","14.109999656677246","85.0"
"26.5","881.0","61.279998779296875","0.8309530019760132","271.46881103515625","80.9000015258789","18.583499908447266","77.0"
"26.8","890.0","513.1400146484375","0.8306990265846252","276.49078369140625","25.739999771118164","29.279499053955078","99.0"
"26.6","912.0","534.5800170898438","5.668074131011963","233.13009643554688","76.02999877929688","15.10159969329834","82.0"
"26.5","957.0","93.61000061035156","1.3020449876785278","327.99462890625","4.639999866485596","12.087200164794922","89.0"
"27.0","1006.0","91.33999633789062","6.173844814300537","287.10272216796875","0.0","11.083999633789062","82.0"
"26.700000000000003","1056.0","113.68000030517578","6.840391159057617","58.392494201660156","28.920000076293945","16.95439910888672","79.0"
"26.200000000000003","992.0","161.6699981689453","1.627882957458496","48.853477478027344","35.70000076293945","24.73430061340332","86.0"
"26.900000000000002","943.0","93.79000091552734","3.3655591011047363","292.9637756347656","28.489999771118164","18.62220001220703","85.0"
"26.900000000000002","2394.0","176.16000366210938","4.84491491317749","10.686752319335938","71.31999969482422","16.368000030517578","86.0"
"26.900000000000002","2120.0","476.8500061035156","4.003178119659424","20.627634048461914","78.87999725341797","19.634700775146484","98.0"
"26.900000000000002","1014.0","109.12999725341797","2.123577117919922","249.44395446777344","59.869998931884766","22.532100677490234","70.0"
"26.6","1086.0","106.66999816894531","1.0759049654006958","147.55755615234375","104.75","22.082199096679688","77.0"
"26.8","2431.0","222.0","4.690072059631348","160.8587646484375","81.54000091552734","15.288200378417969","80.0"
"26.8","2055.0","87.30000305175781","0.6906909942626953","40.03025817871094","67.05999755859375","18.54010009765625","92.0"
"26.0","1115.0","85.38999938964844","4.35905122756958","47.72631072998047","54.97999954223633","24.16390037536621","76.0"
"26.700000000000003","1144.0","56.720001220703125","2.3295230865478516","121.26373291015625","67.0199966430664","20.73310089111328","77.0"
"26.900000000000002","1184.0","276.4200134277344","1.9149659872055054","146.56594848632812","72.23999786376953","17.046899795532227","71.0"
"27.0","2408.0","314.1600036621094","1.688681960105896","257.82855224609375","0.0","29.381799697875977","23.0"
"26.200000000000003","1782.0","48.599998474121094","1.138353943824768","276.8013000488281","5.920000076293945","13.016400337219238","48.0"
"27.0","1578.0","105.12000274658203","0.879593014717102","129.80557250976562","28.3799991607666","19.458999633789062","12.0"
"27.200000000000003","1429.0","83.87000274658203","0.7302659749984741","325.6196594238281","45.790000915527344","27.13599967956543","78.0"
"25.5","1619.0","93.87999725341797","1.6309770345687866","272.8623962402344","4.010000228881836","22.540000915527344","35.0"
"26.5","1648.0","320.67999267578125","10.090160369873047","157.94894409179688","3.680000066757202","24.95439910888672","83.0"
"26.8","1915.0","275.8299865722656","0.6951329708099365","48.772281646728516","80.47000122070312","10.056699752807617","35.0"
"23.900000000000002","1903.0","352.7099914550781","2.602997064590454","44.999996185302734","112.38999938964844","23.506099700927734","88.0"
"26.900000000000002","1693.0","491.0199890136719","2.347438097000122","35.53767776489258","2.119999885559082","25.7455997467041","85.0"
"26.6","1524.0","362.0400085449219","3.013273000717163","216.86990356445312","49.720001220703125","22.506799697875977","92.0"
"24.1","1748.0","197.97000122070312","1.8531310558319092","358.2642822265625","134.02999877929688","14.435799598693848","87.0"
"25.1","2296.0","219.8800048828125","3.300452947616577","135.0","61.02000045776367","25.816499710083008","90.0"
"26.200000000000003","1193.0","211.07000732421875","1.2048879861831665","76.82744598388672","17.56999969482422","27.758499145507812","84.0"
"26.700000000000003","1786.0","200.2899932861328","3.1225719451904297","258.1784973144531","62.060001373291016","18.95439910888672","81.0"
"25.5","1801.0","178.0","1.7534250020980835","321.3401794433594","75.30999755859375","23.84910011291504","75.0"
"25.900000000000002","1218.0","85.30999755859375","0.42495399713516235","49.5599479675293","8.0600004196167","23.035900115966797","89.0"
"26.3","1778.0","76.86000061035156","3.5341029167175293","59.37446594238281","66.73999786376953","17.73069953918457","81.0"
"25.900000000000002","1749.0","93.30999755859375","4.142823219299316","104.03624725341797","47.650001525878906","19.272899627685547","78.0"
"26.3","1753.0","457.8699951171875","3.490255117416382","270.0","68.51000213623047","14.863800048828125","71.0"
"26.3","2224.0","82.30999755859375","2.8913209438323975","72.89727020263672","19.059999465942383","23.59950065612793","76.0"
"26.5","1182.0","82.44999694824219","2.7231109142303467","53.695499420166016","17.920000076293945","23.868900299072266","72.0"
"26.3","1115.0","907.3200073242188","7.174676895141602","326.04095458984375","58.380001068115234","21.656999588012695","26.0"
"26.700000000000003","2203.0","80.83000183105469","1.1184250116348267","229.0856170654297","16.90999984741211","20.002599716186523","45.0"
"26.3","1757.0","78.0","1.0600409507751465","23.302104949951172","42.900001525878906","29.0669002532959","54.0"
"26.400000000000002","1763.0","82.43000030517578","0.7847959995269775","259.5085144042969","163.52000427246094","26.52560043334961","70.0"
"26.400000000000002","1762.0","52.310001373291016","3.1731770038604736","188.13009643554688","53.34000015258789","20.82939910888672","72.0"
"26.8","2219.0","115.62999725341797","1.699349045753479","141.7098388671875","49.08000183105469","14.90310001373291","36.0"
"26.400000000000002","1008.0","427.7799987792969","3.4199841022491455","87.98539733886719","79.66000366210938","14.63640022277832","67.0"
"27.0","1115.0","104.7300033569336","0.6004260182380676","55.619651794433594","104.56999969482422","20.75279998779297","28.0"
"26.200000000000003","2821.0","34.15999984741211","4.307064056396484","339.3045349121094","128.66000366210938","13.881099700927734","64.0"
"26.400000000000002","2804.0","8.279999732971191","0.3714909851551056","279.2066650390625","15.079999923706055","16.304800033569336","89.0"
"26.5","1753.0","15.359999656677246","2.3147048950195312","163.49563598632812","2.1700000762939453","15.665599822998047","62.0"
"27.0","984.0","65.79000091552734","0.7214969992637634","339.09375","2.7300000190734863","25.740400314331055","70.0"
"26.400000000000002","1723.0","71.33999633789062","2.18546199798584","44.999996185302734","19.469999313354492","25.204200744628906","61.0"
"26.8","2539.0","64.73999786376953","4.813807964324951","196.11341857910156","19.889999389648438","26.45680046081543","77.0"
"26.700000000000003","1712.0","314.4100036621094","0.5255470275878906","33.23170852661133","9.430000305175781","20.2362003326416","77.0"
"25.6","1697.0","198.8800048828125","0.6004260182380676","194.03623962402344","43.47999954223633","10.29889965057373","84.0"
"26.700000000000003","1675.0","79.79000091552734","0.7502899765968323","29.7448787689209","28.760000228881836","19.39349937438965","69.0"
"26.900000000000002","1643.0","45.06999969482422","1.9354280233383179","153.43495178222656","51.290000915527344","17.72719955444336","83.0"
"25.5","1630.0","408.760009765625","0.9496970176696777","355.8553771972656","16.969999313354492","29.93320083618164","87.0"
"26.700000000000003","2555.0","46.220001220703125","0.37130099534988403","166.85800170898438","34.099998474121094","14.312700271606445","59.0"
"27.200000000000003","3685.0","76.26000213623047","0.4122979938983917","32.0053825378418","36.61000061035156","25.312599182128906","78.0"
"26.8","2500.0","426.7699890136719","0.8043699860572815","342.3498840332031","42.25","14.16100025177002","41.0"
"24.0","1616.0","68.25","0.20615200698375702","71.56504821777344","6.519999980926514","16.499900817871094","30.0"
"26.8","1596.0","76.0999984741211","0.6176149845123291","210.0991973876953","13.9399995803833","22.38610076904297","78.0"
"25.6","1575.0","77.44000244140625","0.6261559724807739","42.007713317871094","18.719999313354492","20.652000427246094","89.0"
"25.700000000000003","1547.0","77.4000015258789","1.5450340509414673","189.27259826660156","21.049999237060547","18.220199584960938","100.0"
"26.700000000000003","1497.0","81.06999969482422","0.7214969992637634","18.434947967529297","0.0","16.322900772094727","81.0"
"27.200000000000003","940.0","654.4099731445312","2.123577117919922","268.7269592285156","0.5799999833106995","18.490699768066406","80.0"
"27.0","3008.0","644.4600219726562","2.4763031005859375","213.6012420654297","8.0","25.8085994720459","87.0"
"26.8","1455.0","68.80999755859375","1.3537509441375732","33.690067291259766","0.0","10.434800148010254","51.0"
"26.3","1438.0","84.9800033569336","2.4484000205993652","152.35401916503906","58.75","13.995100021362305","33.0"
"26.900000000000002","2540.0","74.98999786376953","0.9216189980506897","60.94539260864258","42.06999969482422","22.24139976501465","52.0"
"26.6","1801.0","60.41999816894531","2.27777099609375","13.70695972442627","9.800000190734863","21.19860076904297","78.0"
"26.1","1440.0","559.1799926757812","0.5151219964027405","220.8798828125","54.95000076293945","12.746999740600586","77.0"
"26.6","1450.0","539.9000244140625","0.37130099534988403","141.4993438720703","0.0","18.64780044555664","33.0"
"24.8","1443.0","93.08000183105469","2.430098056793213","193.7069549560547","0.0","13.3951997756958","78.0"
"26.900000000000002","1424.0","233.5399932861328","1.151968002319336","182.44996643066406","24.610000610351562","26.78619956970215","36.0"
"25.400000000000002","1360.0","114.76000213623047","1.2409989833831787","59.174190521240234","22.510000228881836","21.245100021362305","77.0"
"25.6","1855.0","72.66000366210938","4.145237922668457","81.7348403930664","1.9900000095367432","20.284900665283203","81.0"
"25.6","1799.0","53.72999954223633","0.9766070246696472","221.30860900878906","27.3799991607666","8.880499839782715","35.0"
"27.1","2249.0","145.05999755859375","0.4122979938983917","237.52880859375","15.800000190734863","18.136899948120117","75.0"
"27.1","1320.0","69.55000305175781","0.8739849925041199","239.7384796142578","14.289999961853027","19.484800338745117","54.0"
"26.6","1255.0","128.22000122070312","0.6004260182380676","249.9547576904297","1.9500000476837158","12.264800071716309","48.0"
"25.700000000000003","1173.0","247.7899932861328","1.676468014717102","74.05460357666016","16.760000228881836","10.098099708557129","59.0"
"25.8","1090.0","104.43000030517578","0.4604730010032654","32.9432373046875","6.659999847412109","27.275999069213867","25.0"
"27.1","1768.0","105.05000305175781","1.5977809429168701","234.4623260498047","8.59000015258789","14.910300254821777","82.0"
"27.0","2095.0","399.45001220703125","3.3917500972747803","107.46392822265625","24.81999969482422","13.919400215148926","82.0"
"27.0","1025.0","261.2300109863281","0.4370180070400238","96.75656127929688","69.98999786376953","24.86669921875","78.0"
"26.900000000000002","955.0","156.63999938964844","2.6426498889923096","108.43495178222656","114.8499984741211","19.56439971923828","83.0"
"26.5","1010.0","223.05999755859375","21.491029739379883","246.73681640625","39.54999923706055","10.036299705505371","86.0"
"26.400000000000002","1377.0","263.2200012207031","0.8367050290107727","44.999996185302734","0.0","14.666399955749512","80.0"
