temperatura,precipitacao,altitude,declividade,exposicao,distancia_vertical_drenagem,densidade_drenagem,cobertura_arborea,target
20.700000000000003,1304.0,12.010000228881836,0.0,100.29118347167967,8.510000228881836,17.80780029296875,11.0,eucalipto
20.8,1698.0,80.66999816894531,0.0,,55.2400016784668,16.11210060119629,76.0,pinha
21.0,1672.0,177.4600067138672,1.031290054321289,23.19858932495117,12.5,12.395099639892578,18.0,eucalipto
21.0,1852.0,57.810001373291016,0.4249880015850067,113.19859313964844,5.050000190734863,25.140899658203125,12.0,eucalipto
21.1,1696.0,225.9199981689453,4.362925052642822,161.56504821777344,41.77999877929688,15.515700340270996,1.0,eucalipto
21.200000000000003,2072.0,602.3699951171875,2.0633931159973145,267.13006591796875,35.77000045776367,15.274100303649902,78.0,pinha
21.4,1772.0,463.9100036621094,0.8335469961166382,124.21570587158205,65.20999908447266,13.508000373840332,88.0,pinha
21.5,2214.0,88.47000122070312,0.230440005660057,225.0,107.16000366210938,33.64609909057617,83.0,pinha
21.6,1846.0,73.01000213623047,0.6270260214805603,,58.5099983215332,25.878400802612305,3.0,eucalipto
21.700000000000003,1817.0,93.51000213623048,0.0,291.8014221191406,64.55000305175781,24.6692008972168,8.0,eucalipto
21.700000000000003,1864.0,75.91999816894531,0.8894519805908203,106.9275131225586,2.509999990463257,20.002700805664062,16.0,eucalipto
21.8,1699.0,28.40999984741211,0.2058790028095245,,27.899999618530277,11.745699882507324,0.0,eucalipto
21.8,1785.0,18.010000228881836,0.5550050139427185,335.224853515625,5.980000019073486,10.399700164794922,87.0,pinha
21.8,1921.0,72.80000305175781,1.0302419662475586,,229.42999267578125,18.83839988708496,28.0,eucalipto
21.8,1967.0,178.6199951171875,0.4634340107440948,60.94539260864258,8.460000038146973,23.207399368286133,31.0,eucalipto
21.8,2397.0,5.900000095367432,0.308815985918045,,58.43000030517578,15.778499603271484,14.0,pinha
21.9,1792.0,256.760009765625,5.442996025085449,100.4914779663086,11.6899995803833,12.284099578857422,9.0,eucalipto
22.0,1737.0,28.290000915527344,0.0,172.98089599609375,21.26000022888184,17.893400192260742,77.0,eucalipto
22.0,1737.0,28.290000915527344,0.0,172.98089599609375,21.26000022888184,17.893400192260742,77.0,pinha
22.1,1448.0,56.54999923706055,1.5715229511260986,260.5376892089844,37.7400016784668,20.000999450683597,16.0,eucalipto
22.1,2523.0,230.25999450683597,0.4117519855499267,180.59474182128903,85.27999877929688,22.758100509643555,85.0,pinha
22.3,1703.0,19.36000061035156,5.373550891876221,141.6325225830078,0.0,13.209699630737305,87.0,pinha
22.3,2426.0,54.310001373291016,1.7721420526504517,52.12501525878906,48.59999847412109,13.736599922180176,90.0,pinha
22.4,1094.0,39.290000915527344,5.19691801071167,343.1785888671875,27.57999992370605,21.96330070495605,12.0,eucalipto
22.4,2226.0,215.0800018310547,4.197216987609863,196.35867309570312,4.159999847412109,9.206000328063965,84.0,pinha
22.5,1045.0,49.47999954223633,3.093799114227295,84.2894058227539,0.0,15.901300430297852,0.0,eucalipto
22.5,1433.0,89.06999969482422,0.8488749861717224,,26.520000457763672,22.53849983215332,31.0,eucalipto
22.5,1825.0,90.87000274658205,1.572556972503662,,6.309999942779541,23.41959953308105,23.0,eucalipto
22.6,1602.0,83.69999694824219,1.753720998764038,106.15734100341795,36.18999862670898,25.148500442504883,11.0,eucalipto
22.6,1645.0,223.97999572753903,0.0,210.96376037597656,2.9600000381469727,19.98730087280273,78.0,eucalipto
22.6,1645.0,223.97999572753903,0.0,210.96376037597656,2.9600000381469727,19.98730087280273,78.0,pinha
22.6,1658.0,75.55000305175781,1.06085205078125,201.8014068603516,0.0,14.656100273132324,12.0,eucalipto
22.6,1720.0,252.0800018310547,1.5200480222702026,,51.95000076293945,31.000600814819336,1.0,eucalipto
22.6,1742.0,58.7599983215332,2.2267730236053467,329.6208801269531,12.25,12.053600311279297,17.0,eucalipto
22.6,1813.0,55.13999938964844,1.1523189544677734,44.999996185302734,4.840000152587891,30.694900512695312,5.0,eucalipto
22.700000000000003,1629.0,52.560001373291016,0.8488709926605225,247.61985778808597,17.200000762939453,19.07719993591309,35.0,eucalipto
22.700000000000003,1700.0,26.739999771118164,1.0497230291366575,315.64373779296875,7.059999942779541,14.779000282287598,36.0,eucalipto
22.700000000000003,1842.0,73.08000183105469,5.258624076843262,272.8623962402344,5.230000019073486,22.30489921569824,18.0,eucalipto
22.8,1163.0,46.13999938964844,4.068099021911621,154.9831085205078,45.290000915527344,22.688499450683597,31.0,eucalipto
22.8,1770.0,103.80999755859376,0.4626240134239197,,0.0,11.059000015258787,10.0,eucalipto
22.8,1770.0,103.80999755859376,0.4626240134239197,,0.0,11.059000015258787,10.0,pinha
22.8,1780.0,122.66999816894533,1.855970025062561,,6.78000020980835,18.81599998474121,37.0,eucalipto
23.0,1556.0,18.040000915527344,0.8488709926605225,255.2564392089844,68.0,23.87470054626465,16.0,eucalipto
23.0,2223.0,65.58999633789062,0.3713119924068451,302.47119140625,0.0,20.475500106811523,80.0,pinha
23.1,1215.0,33.119998931884766,2.1631970405578613,,66.86000061035156,17.231399536132812,38.0,eucalipto
23.1,2645.0,84.69000244140625,0.0,,77.70999908447266,25.805500030517575,23.0,eucalipto
23.200000000000003,1612.0,216.52999877929688,0.6511510014533997,359.5264892578125,0.0,23.70809936523437,11.0,eucalipto
23.200000000000003,1688.0,145.25999450683594,3.9616239070892334,197.3909454345703,15.130000114440918,18.926700592041016,35.0,eucalipto
23.3,1838.0,68.79000091552734,0.3255679905414581,,8.0,21.84950065612793,14.0,eucalipto
23.3,1849.0,57.7599983215332,0.1456770002841949,198.43495178222656,10.350000381469728,14.79010009765625,13.0,eucalipto
23.3,1849.0,57.7599983215332,0.1456770002841949,198.43495178222656,10.350000381469728,14.79010009765625,13.0,pinha
23.3,1874.0,92.94000244140624,0.2913709878921509,,15.06999969482422,20.395700454711918,19.0,eucalipto
23.3,2886.0,388.8699951171875,0.308815985918045,,38.58000183105469,9.20300006866455,91.0,pinha
23.4,1224.0,169.2100067138672,1.6765520572662354,251.56504821777344,4.139999866485596,12.168299674987791,27.0,eucalipto
23.4,1556.0,309.69000244140625,0.514959990978241,,30.309999465942383,16.090999603271484,80.0,pinha
23.4,1567.0,241.7700042724609,2.040915012359619,114.59979248046876,0.0,23.509599685668945,23.0,eucalipto
23.4,2022.0,570.9299926757812,1.3020559549331665,225.51849365234372,2.0799999237060547,14.602899551391602,89.0,pinha
23.4,2168.0,550.8800048828125,2.781503915786743,120.9180679321289,14.630000114440918,12.063599586486816,83.0,pinha
23.4,2237.0,309.19000244140625,0.371531993150711,,90.04000091552734,16.88949966430664,80.0,pinha
23.4,2462.0,140.50999450683594,0.460871011018753,255.96376037597656,51.09999847412109,16.082000732421875,21.0,pinha
23.5,1636.0,97.4800033569336,0.7278760075569153,,1.4700000286102295,8.540900230407715,83.0,pinha
23.5,1744.0,77.47000122070312,2.2031259536743164,,20.8799991607666,12.530200004577637,56.0,eucalipto
23.5,1824.0,102.2300033569336,0.7840970158576965,,39.52999877929688,17.258699417114258,22.0,eucalipto
23.5,2053.0,92.22000122070312,1.9435659646987915,,16.209999084472656,5.181000232696533,85.0,nenhum
23.5,2313.0,210.7100067138672,5.874534130096436,237.9946136474609,18.18000030517578,17.686399459838867,89.0,pinha
23.6,1262.0,93.0199966430664,0.206178992986679,,42.09000015258789,22.5442008972168,75.0,eucalipto
23.6,2218.0,236.3600006103516,2.8724069595336914,,12.020000457763672,11.85550022125244,74.0,pinha
23.700000000000003,1933.0,5.039999961853027,0.4604859948158264,,13.9399995803833,9.642399787902832,22.0,pinha
23.700000000000003,1994.0,15.56999969482422,0.5151810050010681,,152.47999572753906,13.410300254821776,76.0,pinha
23.700000000000003,2008.0,133.5399932861328,1.1653330326080322,,4.090000152587891,17.939300537109375,86.0,pinha
23.8,1055.0,145.52999877929688,1.9550960063934328,160.34617614746094,6.110000133514404,17.63360023498535,9.0,eucalipto
23.8,1557.0,84.8499984741211,5.663221836090088,,48.81999969482422,23.831499099731445,24.0,eucalipto
23.8,1722.0,234.4199981689453,3.93265700340271,216.02737426757807,72.2300033569336,14.249899864196776,30.0,eucalipto
23.8,1729.0,55.540000915527344,3.5496230125427246,87.78836059570312,15.84000015258789,20.444700241088867,17.0,eucalipto
23.8,2795.0,6.0,3.4273018836975098,173.2901611328125,2.059999942779541,14.25119972229004,71.0,pinha
23.9,1832.0,288.4700012207031,11.50543975830078,,4.550000190734863,22.944599151611328,14.0,eucalipto
23.9,1885.0,100.94000244140624,2.1125550270080566,225.0,0.0,14.21969985961914,76.0,pinha
23.9,1897.0,58.56999969482422,1.1652610301971436,192.7532958984375,8.619999885559082,20.950899124145508,17.0,eucalipto
23.9,2040.0,5.789999961853027,0.5149639844894409,,0.0,14.263699531555176,85.0,pinha
23.9,2081.0,80.18000030517578,0.3092359900474548,167.9017333984375,18.75,14.577199935913086,85.0,pinha
24.0,1616.0,68.25,0.206152006983757,71.56504821777344,6.519999980926514,16.499900817871094,30.0,eucalipto
24.0,1687.0,78.88999938964844,7.268919944763184,96.1886215209961,18.15999984741211,27.06570053100586,17.0,eucalipto
24.0,1899.0,92.58999633789062,1.8896549940109253,174.61068725585938,43.90999984741211,12.05270004272461,30.0,eucalipto
24.0,2199.0,84.30000305175781,1.165310025215149,,142.58999633789062,14.175800323486328,81.0,pinha
24.0,2243.0,83.37999725341797,2.982996940612793,,3.200000047683716,15.817999839782717,85.0,pinha
24.0,2560.0,137.25999450683594,1.1463099718093872,,9.550000190734863,10.801400184631348,83.0,pinha
24.1,1045.0,90.06999969482422,1.0344339609146118,,42.91999816894531,10.215299606323242,24.0,eucalipto
24.1,1226.0,159.7899932861328,2.2280890941619877,,9.09000015258789,21.67970085144043,0.0,eucalipto
24.1,1271.0,46.959999084472656,0.5544419884681702,,70.80999755859375,25.4281005859375,15.0,eucalipto
24.1,1830.0,71.58000183105469,0.311165988445282,164.53878784179688,31.770000457763672,18.81209945678711,70.0,pinha
24.1,1992.0,81.80000305175781,0.4244570136070251,18.511648178100582,6.619999885559082,15.871700286865234,35.0,eucalipto
24.1,2025.0,7.0,0.3259409964084625,135.0,28.950000762939453,12.005999565124512,25.0,pinha
24.1,2233.0,80.4000015258789,0.6308469772338867,232.4069061279297,6.25,4.816199779510498,72.0,nenhum
24.1,2240.0,150.52000427246094,0.4117519855499267,,27.020000457763672,17.26020050048828,83.0,pinha
24.1,2271.0,97.54000091552734,0.4370299875736236,208.6790313720703,55.18999862670898,16.22249984741211,79.0,pinha
24.200000000000003,1330.0,89.02999877929688,1.5977940559387207,,36.040000915527344,22.75629997253418,36.0,eucalipto
24.200000000000003,1419.0,31.01000022888184,0.2302460074424743,,42.119998931884766,31.769399642944336,17.0,eucalipto
24.200000000000003,2847.0,15.479999542236328,0.0,156.20071411132812,28.979999542236328,20.867900848388672,92.0,pinha
24.3,1126.0,252.5,2.5310630798339844,178.4434356689453,0.0,21.964099884033203,19.0,eucalipto
24.3,1298.0,67.11000061035156,0.3713079988956451,235.06906127929688,0.0,26.34259986877441,25.0,eucalipto
24.3,1622.0,74.18000030517578,0.3715119957923889,198.43495178222656,15.0600004196167,27.28280067443848,36.0,eucalipto
24.3,1743.0,177.13999938964844,0.145686000585556,,21.61000061035156,15.188300132751465,74.0,eucalipto
24.3,1743.0,177.13999938964844,0.145686000585556,,21.61000061035156,15.188300132751465,74.0,pinha
24.3,1827.0,6.650000095367432,0.600259006023407,,23.600000381469727,14.79800033569336,76.0,pinha
24.3,1974.0,231.6199951171875,0.4250189960002899,,10.59000015258789,15.584199905395508,83.0,pinha
24.3,2203.0,181.44000244140625,2.408741950988769,77.00537872314453,33.439998626708984,17.002899169921875,83.0,pinha
24.3,2359.0,161.13999938964844,0.145683005452156,189.7683563232422,12.529999732971191,20.603099822998047,81.0,pinha
24.3,2563.0,99.36000061035156,1.11729097366333,149.2207794189453,4.010000228881836,11.843199729919434,95.0,pinha
24.4,1075.0,80.93000030517578,0.3713150024414062,,7.760000228881836,15.940199851989746,27.0,eucalipto
24.4,1687.0,51.16999816894531,5.035308837890625,325.6196594238281,42.150001525878906,12.79300022125244,81.0,pinha
24.4,1745.0,61.0099983215332,0.976622998714447,,2.299999952316284,13.26669979095459,22.0,eucalipto
24.4,2204.0,95.4499969482422,0.5284850001335144,,180.25,10.62660026550293,82.0,pinha
24.4,2750.0,92.2300033569336,1.3732279539108276,,43.59000015258789,17.468000411987305,77.0,pinha
24.4,2778.0,60.52999877929688,2.301182985305786,,0.0,17.703500747680664,76.0,pinha
24.5,1202.0,110.27999877929688,3.938541889190674,315.545654296875,0.0,28.41950035095215,47.0,eucalipto
24.5,1738.0,223.3800048828125,5.28071403503418,338.6293640136719,6.739999771118164,18.191499710083008,29.0,eucalipto
24.5,2119.0,72.8499984741211,2.593034029006958,203.19859313964844,22.959999084472656,16.666099548339844,97.0,pinha
24.5,2286.0,13.380000114440918,5.3271307945251465,,24.209999084472656,6.865499973297119,88.0,nenhum
24.6,1687.0,316.5299987792969,0.206168994307518,142.49586486816406,46.81999969482422,29.34410095214844,5.0,eucalipto
24.6,1746.0,5.0,1.7539589405059814,,52.11000061035156,10.49120044708252,83.0,pinha
24.6,1847.0,168.52999877929688,0.2058790028095245,324.4623107910156,22.350000381469727,19.563400268554688,77.0,eucalipto
24.6,1847.0,168.52999877929688,0.2058790028095245,324.4623107910156,22.350000381469727,19.563400268554688,77.0,pinha
24.6,1885.0,257.739990234375,0.0,196.47195434570312,27.34000015258789,13.389699935913086,80.0,eucalipto
24.6,1885.0,257.739990234375,0.0,196.47195434570312,27.34000015258789,13.389699935913086,80.0,pinha
24.6,2294.0,11.140000343322754,2.338236093521118,180.44073486328125,0.0,17.874799728393555,75.0,pinha
24.6,951.0,43.43000030517578,1.2746750116348269,87.693359375,60.09999847412109,9.115099906921388,82.0,nenhum
24.700000000000003,1548.0,79.04000091552734,3.0108230113983154,,80.6500015258789,25.681100845336918,23.0,eucalipto
24.700000000000003,1645.0,165.97000122070312,2.607794046401977,,4.400000095367432,19.69650077819824,43.0,eucalipto
24.700000000000003,1836.0,283.2099914550781,1.3020579814910889,,70.05999755859375,25.10099983215332,35.0,eucalipto
24.700000000000003,1839.0,174.75999450683594,0.6184719800949097,180.0,20.96999931335449,30.698999404907227,11.0,eucalipto
24.700000000000003,2114.0,57.150001525878906,0.5149379968643188,130.16493225097656,0.0,18.459699630737305,93.0,pinha
24.700000000000003,2147.0,122.75,0.949537992477417,1.847609043121338,33.97999954223633,17.788299560546875,83.0,pinha
24.700000000000003,2491.0,160.80999755859375,0.3713040053844452,126.02737426757812,14.829999923706056,12.82409954071045,81.0,pinha
24.700000000000003,2792.0,14.789999961853027,0.3092789947986603,,25.01000022888184,15.389900207519531,86.0,pinha
24.8,1112.0,439.9400024414063,1.1368709802627563,243.43495178222656,59.400001525878906,18.15850067138672,17.0,eucalipto
24.8,1758.0,464.7099914550781,0.2302410006523132,157.48727416992188,116.19000244140624,23.58580017089844,75.0,eucalipto
24.8,1762.0,284.2900085449219,1.677556037902832,37.69423675537109,46.310001373291016,24.29750061035156,42.0,eucalipto
24.8,1767.0,59.16999816894531,1.3382550477981567,142.13450622558594,39.11000061035156,14.329700469970703,85.0,pinha
24.8,1780.0,59.56999969482422,1.8803369998931885,328.5479431152344,12.789999961853027,12.053199768066406,79.0,pinha
24.8,1805.0,104.7300033569336,8.251873970031738,66.80140686035156,11.350000381469728,21.44059944152832,18.0,eucalipto
24.8,1848.0,165.30999755859375,1.385537028312683,,106.80999755859376,18.2721004486084,4.0,eucalipto
24.8,1851.0,83.93000030517578,2.1795639991760254,218.2901611328125,72.47000122070312,15.283900260925291,43.0,eucalipto
24.8,2058.0,284.6000061035156,0.5564690232276917,169.38034057617188,38.15999984741211,16.390199661254883,87.0,pinha
24.8,2145.0,157.80999755859375,0.1030860021710395,198.43495178222656,96.31999969482422,11.394200325012209,83.0,pinha
24.8,2162.0,97.2699966430664,0.5146849751472473,203.19859313964844,70.69999694824219,20.0231990814209,83.0,pinha
24.8,2204.0,39.93999862670898,0.4123559892177582,,0.0,26.33329963684082,80.0,pinha
24.8,2861.0,5.0,0.1029400005936622,25.240528106689453,30.850000381469727,19.617300033569336,32.0,eucalipto
24.8,3381.0,294.69000244140625,0.5151709914207458,,12.380000114440918,14.003899574279783,81.0,pinha
24.9,1615.0,413.6199951171875,1.7272449731826782,86.0548095703125,10.979999542236328,25.20709991455078,13.0,eucalipto
24.9,1625.0,77.33000183105469,0.4604769945144653,327.99462890625,73.93000030517578,22.167200088500977,26.0,eucalipto
24.9,1642.0,68.2300033569336,1.2748600244522097,,31.56999969482422,10.418899536132812,18.0,eucalipto
24.9,1671.0,6.409999847412109,1.321686029434204,,14.010000228881836,19.30109977722168,7.0,eucalipto
24.9,2025.0,116.16999816894533,0.2304279953241348,128.41806030273438,21.90999984741211,13.729100227355955,80.0,pinha
24.9,2212.0,94.47000122070312,2.182684898376465,48.40276718139648,220.3300018310547,14.751099586486816,79.0,pinha
24.9,2224.0,86.9800033569336,0.5153999924659729,6.91366720199585,0.0,12.469799995422363,80.0,pinha
24.9,2255.0,66.61000061035156,0.3259190022945404,227.9823303222656,18.200000762939453,16.266599655151367,80.0,pinha
24.9,2255.0,84.72000122070312,7.062714099884033,121.75948333740234,0.0,16.97599983215332,80.0,pinha
24.9,2278.0,131.49000549316406,4.1662421226501465,161.56504821777344,108.86000061035156,12.76889991760254,90.0,pinha
24.9,2460.0,81.83000183105469,1.4752999544143677,,44.75,17.90089988708496,85.0,pinha
24.9,2663.0,69.1500015258789,0.1029400005936622,266.1859130859375,0.0,22.306299209594727,24.0,eucalipto
24.9,2836.0,7.059999942779541,0.6262580156326294,,14.880000114440918,12.226699829101562,83.0,pinha
25.0,1057.0,57.709999084472656,8.493905067443848,197.8188934326172,3.700000047683716,14.485099792480469,10.0,eucalipto
25.0,1085.0,92.75,1.1750710010528564,27.121301651000977,9.520000457763672,17.01759910583496,32.0,eucalipto
25.0,1260.0,85.43000030517578,0.9771850109100342,350.31121826171875,6.440000057220459,19.77779960632324,5.0,eucalipto
25.0,1316.0,36.47999954223633,7.484689235687256,202.8250274658203,43.93999862670898,22.065099716186523,2.0,eucalipto
25.0,1472.0,369.6300048828125,0.2304529994726181,,34.63999938964844,25.56209945678711,25.0,eucalipto
25.0,1553.0,91.63999938964844,1.3135210275650024,99.78240966796876,0.2000000029802322,18.92410087585449,23.0,eucalipto
25.0,1573.0,344.3399963378906,2.044075965881348,122.00538635253906,20.059999465942383,22.301700592041016,31.0,eucalipto
25.0,1595.0,337.1400146484375,3.4039430618286133,67.10944366455078,14.8100004196167,29.524900436401367,15.0,eucalipto
25.0,1785.0,67.6500015258789,0.3255659937858581,207.0796661376953,0.1500000059604644,23.88419914245605,85.0,pinha
25.0,1785.0,93.86000061035156,1.8896509408950808,290.5560302734375,4.170000076293945,20.32099914550781,60.0,eucalipto
25.0,1802.0,9.010000228881836,2.6254100799560547,,2.0999999046325684,19.789499282836918,21.0,eucalipto
25.0,1838.0,53.52999877929688,0.2058790028095245,192.3335876464844,14.619999885559082,18.88129997253418,77.0,eucalipto
25.0,1845.0,226.80999755859372,0.3715099990367889,217.8749847412109,4.179999828338623,10.600299835205078,83.0,pinha
25.0,1851.0,110.18000030517578,1.6774439811706543,164.60757446289062,6.769999980926514,15.49489974975586,59.0,eucalipto
25.0,1929.0,436.3299865722656,0.7278749942779541,143.05441284179688,35.47999954223633,15.377599716186523,58.0,eucalipto
25.0,2110.0,48.43000030517578,1.339663028717041,,31.21999931335449,16.297399520874023,83.0,pinha
25.0,2125.0,77.33000183105469,2.40042495727539,221.6114501953125,24.26000022888184,17.418899536132812,86.0,pinha
25.0,2204.0,19.93000030517578,0.103083997964859,312.95458984375,32.08000183105469,21.955400466918945,25.0,eucalipto
25.0,2213.0,180.50999450683597,0.2304359972476959,8.130101203918457,65.01000213623047,28.57999992370605,30.0,eucalipto
25.0,2379.0,63.630001068115234,3.042865037918091,197.9402313232422,58.79990005493164,15.549500465393066,90.0,pinha
25.0,2401.0,89.45999908447266,1.0344929695129397,90.0,109.91999816894533,16.47640037536621,70.0,pinha
25.0,2405.0,34.34000015258789,0.4249779880046844,178.47923278808594,19.63999938964844,24.00169944763184,71.0,pinha
25.0,2492.0,186.9199981689453,2.1637179851531982,251.56504821777344,28.07999992370605,9.206000328063965,77.0,pinha
25.0,2565.0,236.22000122070312,0.92637699842453,181.67919921875,6.650000095367432,16.591999053955078,81.0,pinha
25.0,2582.0,337.92999267578125,1.6753400564193726,59.93141555786133,195.1000061035156,14.574700355529783,79.0,pinha
25.0,2605.0,141.0800018310547,0.9720240235328674,68.1985855102539,100.36000061035156,10.329099655151367,83.0,pinha
25.0,2637.0,56.310001373291016,1.252416968345642,,0.0,17.738800048828125,82.0,pinha
25.0,2704.0,94.01000213623048,0.2305109947919845,113.19859313964844,151.74000549316406,24.22100067138672,30.0,eucalipto
25.1,1198.0,187.4900054931641,0.103081002831459,187.2060546875,46.18000030517578,19.242799758911133,21.0,eucalipto
25.1,1640.0,97.61000061035156,1.727391004562378,,16.020000457763672,9.591400146484377,84.0,pinha
25.1,1653.0,92.55999755859376,0.7494490146636963,98.85430908203124,15.0,16.074499130249023,21.0,eucalipto
25.1,1773.0,294.1499938964844,4.2900390625,202.16635131835935,6.010000228881836,23.002500534057617,39.0,eucalipto
25.1,1775.0,81.12000274658203,0.8498860001564026,180.0,8.140000343322754,27.910999298095703,15.0,eucalipto
25.1,1830.0,80.16999816894531,0.2304289937019348,359.2079467773437,25.959999084472656,26.60759925842285,21.0,eucalipto
25.1,1887.0,78.76000213623047,1.898530960083008,303.886962890625,83.6500015258789,8.30720043182373,79.0,pinha
25.1,1894.0,88.1500015258789,1.3424500226974487,90.0,3.740000009536743,34.91529846191406,10.0,eucalipto
25.1,1930.0,121.77999877929688,0.0,327.99462890625,14.029999732971191,12.225199699401855,84.0,eucalipto
25.1,1930.0,121.77999877929688,0.0,327.99462890625,14.029999732971191,12.225199699401855,84.0,pinha
25.1,1973.0,75.97000122070312,0.6008279919624329,301.0346069335937,23.479999542236328,10.312399864196776,12.0,eucalipto
25.1,1984.0,105.13999938964844,0.0,0.0,54.790000915527344,16.057199478149414,5.0,eucalipto
25.1,1984.0,105.13999938964844,0.0,0.0,54.790000915527344,16.057199478149414,5.0,pinha
25.1,1991.0,459.510009765625,0.5149350166320801,43.10233688354492,21.40999984741211,18.52580070495605,54.0,eucalipto
25.1,2092.0,210.5200042724609,0.3255679905414581,,29.520000457763672,25.101999282836918,92.0,pinha
25.1,2095.0,52.65999984741211,0.1030889973044395,,33.04999923706055,15.013500213623049,84.0,pinha
25.1,2138.0,39.540000915527344,3.991221904754639,33.690067291259766,35.79999923706055,11.780799865722656,73.0,pinha
25.1,2147.0,606.5900268554688,0.3713099956512451,44.999996185302734,11.289999961853027,20.03689956665039,83.0,pinha
25.1,2203.0,90.0,1.6629029512405396,,68.0199966430664,7.913000106811523,85.0,nenhum
25.1,2230.0,134.92999267578125,0.4250189960002899,,12.350000381469728,17.953399658203125,79.0,pinha
25.1,2294.0,130.77000427246094,0.6004400253295898,131.82017517089844,15.829999923706056,14.88539981842041,77.0,pinha
25.1,2457.0,116.3000030517578,0.2061820030212402,,213.97999572753903,17.834999084472656,79.0,pinha
25.1,2777.0,75.33999633789062,0.6514919996261597,179.0963592529297,24.11000061035156,13.270500183105469,82.0,pinha
25.1,2993.0,196.2400054931641,0.2305610030889511,,73.25,16.603500366210938,80.0,pinha
25.200000000000003,1236.0,80.97000122070312,0.1456770002841949,266.9872131347656,25.40999984741211,12.054200172424316,67.0,eucalipto
25.200000000000003,1276.0,79.52999877929688,1.473924994468689,,9.380000114440918,19.18000030517578,5.0,eucalipto
25.200000000000003,1324.0,27.809999465942383,2.0428109169006348,202.334228515625,3.7300000190734863,23.4778995513916,25.0,eucalipto
25.200000000000003,1384.0,13.239999771118164,0.742579996585846,341.39501953125,0.2399999946355819,15.040300369262695,13.0,eucalipto
25.200000000000003,1489.0,51.93999862670898,0.9523490071296692,,28.06999969482422,17.24650001525879,21.0,eucalipto
25.200000000000003,1493.0,53.380001068115234,8.61562728881836,,14.850000381469728,14.538999557495115,13.0,eucalipto
25.200000000000003,1583.0,118.18000030517578,0.8245800137519836,6.248370170593262,20.540000915527344,15.208000183105469,19.0,eucalipto
25.200000000000003,1595.0,100.4000015258789,0.2302419990301132,336.13983154296875,15.06999969482422,17.712200164794922,80.0,eucalipto
25.200000000000003,1595.0,100.4000015258789,0.2302419990301132,336.13983154296875,15.06999969482422,17.712200164794922,80.0,pinha
25.200000000000003,1618.0,765.8400268554688,0.8298869729042053,21.03750991821289,17.43000030517578,11.526000022888184,17.0,eucalipto
